"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation"
"19500","HU",NA,"1",75,"Christians","Widowed","Not satisfied",NA,"No contact","Working class","Retired"
"19501","HU","0","1",53,"Christians","Married","Satisfied",10,"No contact","Middle class","Employed"
"19502","HU","0","0",42,"Not religious","Married","Satisfied",8,"No contact","Working class","Self employed"
"19503","HU",NA,"1",25,"Not religious","Single","Satisfied",NA,"No contact","Middle class","Employed"
"19504","HU",NA,"0",61,"Not religious","Single","Satisfied",NA,"No contact","Middle class","Employed"
"19505","HU","1","1",61,"Jewish","Widowed","Satisfied",8,"No contact","Working class","Employed"
"19506","HU","0","0",63,"Christians","Single","Not satisfied",6,"No contact","Working class","Self employed"
"19507","HU","0","1",37,"Christians","Single","Satisfied",7,"Contact","Working class","Self employed"
"19508","HU","1","1",37,"Christians","Single","Not satisfied",10,"No contact","Working class","Employed"
"19509","HU","0","1",60,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"19510","HU","1","1",70,"Not religious","Single","Satisfied",6,"Contact","Working class","Employed"
"19511","HU","0","1",78,"Not religious","Married","Satisfied",7,"No contact","Working class","Employed"
"19512","HU","0","0",60,"Not religious","Widowed","Not satisfied",4,"No contact","Working class","Retired"
"19513","HU","0","1",52,"Christians","Divorced","Not satisfied",5,"No contact","Working class","Retired"
"19514","HU","0","1",44,"Christians","Divorced","Not satisfied",5,"Contact","Working class","Employed"
"19515","HU","0","0",30,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed"
"19516","HU","0","1",44,"Christians","Married","Satisfied",7,"No contact","High class","Employed"
"19517","HU","0","1",74,"Christians","Widowed","Satisfied",2,"Contact","Middle class","Retired"
"19518","HU","1","1",37,"Christians","Married","Satisfied",9,"Contact","Middle class","Employed"
"19519","HU","0","0",74,"Christians","Widowed","Satisfied",1,"No contact","Middle class","Retired"
"19520","HU","0","0",59,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19521","HU","0","1",69,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired"
"19522","HU","1","0",37,"Christians","Married","Satisfied",8,"Contact","Middle class","Employed"
"19523","HU","0","0",54,"Christians","Single","Satisfied",9,"No contact","Working class","Self employed"
"19524","HU","0","1",22,"Christians","Single","Not satisfied",8,"No contact","Middle class","Unemployed"
"19525","HU",NA,"0",69,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"19526","HU",NA,"1",75,"Christians","Divorced","Not satisfied",NA,"Contact",NA,"Retired"
"19527","HU","0","1",68,"Christians","Widowed","Satisfied",10,"No contact","Middle class","Employed"
"19528","HU","0","1",73,"Christians","Widowed","Not satisfied",5,"No contact","Middle class","Employed"
"19529","HU",NA,"0",69,"Not religious","Widowed","Not satisfied",NA,"No contact",NA,"Employed"
"19530","HU","0","0",48,"Christians","Widowed","Not satisfied",7,"No contact","Middle class","Employed"
"19531","HU","0","1",34,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"19532","HU",NA,"0",69,"Other religions","Married","Not satisfied",1,"No contact",NA,"Employed"
"19533","HU","0","1",44,"Not religious","Married","Not satisfied",5,"No contact","Middle class","Self employed"
"19534","HU","0","0",54,"Christians","Married","Not satisfied",5,"No contact","Working class","Self employed"
"19535","HU",NA,"0",17,"Not religious","Single","Not satisfied",5,"No contact",NA,"Student"
"19536","HU","0","1",47,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"19537","HU","0","0",41,"Christians","Married","Not satisfied",5,"Contact","Middle class","Employed"
"19538","HU",NA,"0",70,"Christians","Married","Not satisfied",5,NA,NA,"Retired"
"19539","HU",NA,"0",31,"Other religions","Married","Not satisfied",NA,NA,NA,"Unemployed"
"19540","HU","0","1",68,"Not religious","Married","Not satisfied",5,"Contact","Working class","Retired"
"19541","HU","0","1",58,"Other religions","Married","Not satisfied",5,"No contact","Middle class","Unemployed"
"19542","HU","0","0",43,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"19543","HU","0","1",57,"Christians","Single","Satisfied",6,"No contact","Middle class","Employed"
"19544","HU","0","1",47,"Not religious","Single","Satisfied",4,"Contact","Middle class","Self employed"
"19545","HU","0","0",63,"Christians","Single","Satisfied",5,"No contact","Middle class","Retired"
"19546","HU","0","0",62,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired"
"19547","HU",NA,"1",31,"Not religious","Single","Satisfied",3,NA,"Middle class","Employed"
"19548","HU","0","0",69,"Christians","Single","Satisfied",7,"No contact","Working class","Retired"
"19549","HU","0","1",69,"Christians","Single","Satisfied",5,"No contact","Working class","Retired"
"19550","HU",NA,"1",51,"Christians","Married","Not satisfied",8,"Contact","Middle class","Employed"
"19551","HU","0","0",46,"Christians","Single","Not satisfied",10,"No contact","Middle class","Employed"
"19552","HU","0","1",28,"Christians","Single","Satisfied",6,"Contact","Middle class","Unemployed"
"19553","HU","0","0",64,"Christians","Married","Not satisfied",10,"No contact","Working class","Retired"
"19554","HU","0","0",71,"Christians","Married","Not satisfied",8,"No contact","Working class","Retired"
"19555","HU","0","1",50,"Christians","Married","Not satisfied",7,"No contact","Middle class","Employed"
"19556","HU","0","0",68,"Christians","Widowed","Not satisfied",8,"No contact","Working class","Retired"
"19557","HU",NA,"1",37,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"19558","HU","1","1",51,"Christians","Married","Not satisfied",1,"Contact","Middle class","Employed"
"19559","HU","0","0",48,"Not religious","Married","Satisfied",10,"No contact","Working class","Employed"
"19560","HU","1","1",41,"Christians","Single","Satisfied",8,"Contact","Working class","Employed"
"19561","HU","1","0",44,"Not religious","Married","Satisfied",1,"Contact","Middle class","Employed"
"19562","HU","0","0",41,"Not religious","Single","Satisfied",9,"No contact","Working class","Employed"
"19563","HU","0","1",34,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"19564","HU","0","0",21,"Not religious","Single","Satisfied",3,"No contact","Working class","Employed"
"19565","HU","0","1",52,"Not religious","Single","Satisfied",3,"No contact","Middle class","Employed"
"19566","HU","0","1",65,"Christians","Married","Satisfied",5,"No contact","Working class","Retired"
"19567","HU","0","0",53,"Christians","Married","Satisfied",8,"No contact","Working class","Self employed"
"19568","HU","0","1",72,"Christians","Widowed","Not satisfied",1,"No contact","Working class","Retired"
"19569","HU","0","0",67,"Christians","Married","Satisfied",7,"No contact","Working class","Retired"
"19570","HU","0","0",81,"Christians","Widowed","Satisfied",1,"No contact","Working class","Retired"
"19571","HU","0","1",56,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"19572","HU",NA,"1",75,"Christians","Widowed","Satisfied",5,NA,"Middle class","Retired"
"19573","HU",NA,"1",60,"Christians","Divorced","Satisfied",8,"Contact","Working class","Employed"
"19574","HU","1","0",27,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed"
"19575","HU","0","0",46,"Christians","Married","Satisfied",5,"No contact","Middle class","Self employed"
"19576","HU","0","0",69,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"19577","HU","0","1",49,"Not religious","Divorced","Not satisfied",5,"Contact","Working class","Unemployed"
"19578","HU","0","0",53,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"19579","HU","0","1",41,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed"
"19580","HU",NA,"0",78,"Christians","Divorced","Not satisfied",2,"No contact","Working class","Retired"
"19581","HU","0","0",50,"Christians","Married","Not satisfied",8,"No contact","Middle class","Employed"
"19582","HU","0","0",40,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"19583","HU","0","0",39,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19584","HU","1","0",47,"Not religious","Married","Not satisfied",2,"No contact","Middle class","Unemployed"
"19585","HU","0","0",51,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19586","HU","0","0",46,"Christians","Married","Satisfied",8,"No contact","Working class","Employed"
"19587","HU","0","1",25,"Christians","Single","Satisfied",5,"No contact","Middle class","Employed"
"19588","HU",NA,"1",58,"Christians","Widowed","Satisfied",3,"No contact","Working class","Retired"
"19589","HU",NA,"1",48,"Christians","Divorced","Satisfied",2,"No contact","Middle class","Self employed"
"19590","HU",NA,"1",62,"Christians","Divorced","Satisfied",3,"No contact","Working class","Unemployed"
"19591","HU",NA,"0",55,"Christians","Widowed","Satisfied",3,"No contact","Working class","Retired"
"19592","HU",NA,"0",61,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"19593","HU","0","1",71,"Christians","Widowed","Satisfied",10,"No contact","Working class","Retired"
"19594","HU",NA,"0",57,"Christians","Single","Satisfied",10,"Contact","Working class","Employed"
"19595","HU","0","1",45,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"19596","HU","0","0",36,"Christians","Married","Satisfied",10,"No contact","Working class","Employed"
"19597","HU","0","0",41,"Christians","Married","Satisfied",7,"No contact","Working class","Employed"
"19598","HU","0","1",44,"Not religious","Married","Satisfied",10,"No contact","Working class","Employed"
"19599","HU","0","1",55,"Christians","Married","Satisfied",8,"No contact","Working class","Employed"
"19600","HU","0","1",24,"Christians","Single","Satisfied",4,"No contact","Middle class","Student"
"19601","HU",NA,"1",42,"Christians","Married","Not satisfied",5,"Contact","Middle class","Employed"
"19602","HU","0","0",57,"Christians","Divorced","Not satisfied",1,"No contact","Working class","Retired"
"19603","HU","0","0",46,"Christians","Married","Not satisfied",10,"No contact","Middle class","Employed"
"19604","HU","1","1",63,"Christians","Widowed","Not satisfied",1,"Contact","Working class","Employed"
"19605","HU","0","1",43,"Christians","Married","Satisfied",1,"No contact","Middle class","Employed"
"19606","HU","0","0",45,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"19607","HU","0","0",64,"Christians","Married","Not satisfied",10,"No contact","Middle class","Employed"
"19608","HU","0","1",63,"Christians","Divorced","Not satisfied",5,"No contact","Working class","Retired"
"19609","HU","0","1",32,"Christians","Single","Not satisfied",4,"No contact","Middle class","Employed"
"19610","HU","0","1",59,"Christians","Divorced","Not satisfied",3,"No contact","Working class","Retired"
"19611","HU","0","1",59,"Christians","Divorced","Not satisfied",5,"No contact","Working class","Retired"
"19612","HU","0","1",57,"Christians","Divorced","Satisfied",5,"No contact","Working class","Retired"
"19613","HU","0","0",39,"Christians","Single","Not satisfied",6,"No contact","Working class","Employed"
"19614","HU","1","1",23,"Christians","Single","Satisfied",5,"Contact","Middle class","Student"
"19615","HU",NA,"1",50,"Not religious","Married","Satisfied",10,"Contact","Middle class","Unemployed"
"19616","HU","0","1",43,"Not religious","Single","Satisfied",10,"Contact","High class","Unemployed"
"19617","HU",NA,"0",58,"Christians","Married","Satisfied",5,"No contact","Working class","Retired"
"19618","HU",NA,"1",70,"Christians","Married","Not satisfied",10,"No contact","Working class","Retired"
"19619","HU","0","1",37,"Not religious","Married","Satisfied",7,"Contact","Working class","Employed"
"19620","HU","0","0",48,"Christians","Married","Satisfied",10,"Contact","Middle class","Self employed"
"19621","HU",NA,"1",67,"Christians","Married","Satisfied",NA,"No contact","Working class","Retired"
"19622","HU","0","0",28,"Jewish","Single","Satisfied",5,"No contact","High class","Self employed"
"19623","HU","0","0",48,"Christians","Divorced","Not satisfied",4,"No contact","Middle class","Self employed"
"19624","HU","0","1",58,"Christians","Divorced","Satisfied",8,"No contact","Middle class","Self employed"
"19625","HU","0","1",60,"Christians","Single","Satisfied",3,"No contact","Middle class","Retired"
"19626","HU","0","0",30,"Christians","Single","Satisfied",6,"No contact","Working class","Employed"
"19627","HU","1","0",58,"Christians","Widowed","Not satisfied",6,"No contact","Working class","Retired"
"19628","HU","1","1",49,"Christians","Married","Satisfied",9,"No contact","Working class","Employed"
"19629","HU","1","1",82,"Christians","Widowed","Satisfied",4,"No contact","Working class","Retired"
"19630","HU","1","0",50,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"19631","HU","0","1",49,"Christians","Married","Satisfied",7,"No contact","Working class","Employed"
"19632","HU","0","0",62,"Christians","Widowed","Satisfied",8,"No contact","Working class","Retired"
"19633","HU","1","1",55,"Christians","Married","Satisfied",3,"No contact","Working class","Self employed"
"19634","HU","0","0",56,"Christians","Divorced","Satisfied",3,"No contact","Working class","Retired"
"19635","HU",NA,"1",33,"Christians","Divorced","Satisfied",3,"No contact","Working class","Employed"
"19636","HU",NA,"0",32,"Christians","Married","Satisfied",3,"No contact","Working class","Employed"
"19637","HU",NA,"1",74,"Christians","Widowed","Satisfied",2,"No contact","Working class","Self employed"
"19638","HU","0","0",33,"Not religious","Married","Satisfied",5,"No contact","Working class","Employed"
"19639","HU","0","1",31,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"19640","HU","0","1",47,"Christians","Single","Not satisfied",3,"No contact","Working class","Employed"
"19641","HU","0","1",39,"Not religious","Married","Satisfied",10,"No contact","Working class","Employed"
"19642","HU","0","1",46,"Not religious","Married","Satisfied",10,"No contact","Working class","Employed"
"19643","HU","0","1",70,"Christians","Widowed","Satisfied",2,"No contact","Working class","Retired"
"19644","HU","0","0",68,"Not religious","Married","Not satisfied",2,"No contact","Working class","Retired"
"19645","HU","0","0",63,"Not religious","Married","Satisfied",1,"No contact","Working class","Retired"
"19646","HU","0","1",59,"Not religious","Widowed","Satisfied",7,"No contact","Working class","Retired"
"19647","HU","0","1",46,"Christians","Married","Satisfied",3,"No contact","Working class","Employed"
"19648","HU","0","0",50,"Christians","Divorced","Not satisfied",9,"No contact","Working class","Employed"
"19649","HU","0","1",47,"Not religious","Married","Satisfied",7,"No contact","Working class","Employed"
"19650","HU","0","1",37,"Christians","Single","Satisfied",9,"No contact","Working class","Employed"
"19651","HU","0","1",32,"Christians","Single","Satisfied",9,"No contact","Working class","Self employed"
"19652","HU","0","0",45,"Christians","Married","Satisfied",2,"No contact","Working class","Employed"
"19653","HU","0","0",47,"Christians","Single","Not satisfied",5,"No contact","Working class","Retired"
"19654","HU",NA,"1",61,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"19655","HU","0","0",46,"Not religious","Single","Satisfied",3,"No contact","Middle class","Employed"
"19656","HU","0","1",37,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed"
"19657","HU","0","0",55,"Christians","Married","Not satisfied",8,"No contact","Middle class","Self employed"
"19658","HU","0","1",51,"Christians","Married","Satisfied",6,"No contact","Middle class","Self employed"
"19659","HU","0","0",43,"Not religious","Divorced","Satisfied",10,"No contact","Working class","Employed"
"19660","HU","0","1",25,"Christians","Single","Satisfied",10,"Contact","Middle class","Employed"
"19661","HU","0","0",49,"Not religious","Married","Satisfied",10,"No contact","Working class","Employed"
"19662","HU",NA,"1",68,"Christians","Widowed","Not satisfied",4,"No contact","Working class","Retired"
"19663","HU","1","1",31,"Christians","Married","Satisfied",10,"Contact","Middle class","Employed"
"19664","HU","0","1",47,"Christians","Married","Satisfied",10,"No contact","Working class","Employed"
"19665","HU","0","0",50,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"19666","HU","0","0",33,"Christians","Single","Satisfied",8,"No contact","Middle class","Employed"
"19667","HU","0","0",25,"Christians","Single","Not satisfied",10,"No contact","Working class","Employed"
"19668","HU","1","1",50,"Christians","Single","Satisfied",7,"Contact","Middle class","Employed"
"19669","HU","1","0",39,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"19670","HU",NA,"1",60,"Not religious","Divorced","Satisfied",NA,"Contact","Working class","Employed"
"19671","HU","0","0",19,"Christians","Single","Satisfied",8,"No contact","Working class","Student"
"19672","HU","0","1",67,"Not religious","Divorced","Satisfied",8,"No contact","Working class","Retired"
"19673","HU","0","0",63,"Not religious","Single","Satisfied",3,"Contact","Working class","Employed"
"19674","HU","0","1",72,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired"
"19675","HU",NA,"0",44,"Not religious","Divorced","Satisfied",5,"No contact","Middle class","Employed"
"19676","HU","0","1",65,"Christians","Married","Not satisfied",10,"No contact","Middle class","Retired"
"19677","HU","0","0",44,"Christians","Married","Satisfied",6,"No contact","Middle class","Employed"
"19678","HU","0","0",51,"Christians","Single","Not satisfied",7,"No contact","Working class","Employed"
"19679","HU","1","1",41,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"19680","HU","0","1",34,"Christians","Married","Satisfied",6,"No contact","Working class","Retired"
"19681","HU","0","1",78,"Christians","Widowed","Satisfied",3,"Contact","Working class","Retired"
"19682","HU","0","1",62,"Christians","Widowed","Not satisfied",7,"No contact","Working class","Unemployed"
"19683","HU","0","1",30,"Christians","Divorced","Not satisfied",6,"No contact","Working class","Employed"
"19684","HU","0","1",25,"Christians","Single","Not satisfied",7,"No contact","Middle class","Employed"
"19685","HU","0","1",70,"Christians","Widowed","Not satisfied",6,"No contact","Middle class","Employed"
"19686","HU","0","0",45,"Not religious","Divorced","Not satisfied",6,"No contact","High class","Employed"
"19687","HU","0","1",81,"Christians","Widowed","Satisfied",7,"Contact","Working class","Retired"
"19688","HU","0","1",78,"Christians","Married","Satisfied",7,"No contact","Working class","Retired"
"19689","HU","0","1",77,"Christians","Widowed","Satisfied",7,"No contact","Working class","Retired"
"19690","HU","0","0",56,"Christians","Single","Satisfied",7,"No contact","Middle class","Employed"
"19691","HU","0","1",50,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19692","HU","0","0",34,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19693","HU",NA,"1",41,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19694","HU","0","1",80,"Christians","Widowed","Satisfied",8,"No contact","Middle class","Retired"
"19695","HU","0","0",33,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed"
"19696","HU",NA,"1",31,"Christians","Married","Not satisfied",8,"No contact","Middle class","Unemployed"
"19697","HU","0","0",59,"Christians","Single","Not satisfied",7,"No contact","Middle class","Employed"
"19698","HU","0","1",76,"Christians","Widowed","Not satisfied",6,"No contact","Working class","Retired"
"19699","HU","1","1",60,"Christians","Married","Satisfied",4,"Contact","Middle class","Self employed"
"19700","HU","1","1",55,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed"
"19701","HU","0","0",56,"Christians","Married","Not satisfied",5,"No contact","Middle class","Employed"
"19702","HU","1","0",59,"Christians","Divorced","Not satisfied",4,"Contact","Working class","Self employed"
"19703","HU","0","0",66,"Christians","Married","Not satisfied",4,"No contact","Middle class","Retired"
"19704","HU","0","0",62,"Christians","Married","Satisfied",6,"No contact","Working class","Employed"
"19705","HU","0","0",50,"Christians","Married","Satisfied",3,"No contact","Middle class","Employed"
"19706","HU","0","1",60,"Christians","Married","Satisfied",6,"Contact","Working class","Employed"
"19707","HU","0","1",58,"Not religious","Single","Satisfied",9,"No contact","Middle class","Employed"
"19708","HU","0","1",31,"Christians","Married","Satisfied",7,"No contact","Middle class","Employed"
"19709","HU","0","1",55,"Not religious","Widowed","Not satisfied",7,"No contact","Middle class","Employed"
"19710","LV","0","1",49,"Christians","Divorced","Satisfied",3,"No contact","Middle class","Retired"
"19711","LV","0","0",16,"Christians","Single","Satisfied",8,"No contact","Middle class","Student"
"19712","LV","0","1",24,"Orthodox Christian","Married","Satisfied",5,"No contact","Working class","Employed"
"19713","LV","0","1",25,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"19714","LV",NA,"1",61,"Christians","Married","Not satisfied",NA,"No contact","Working class","Unemployed"
"19715","LV","0","0",42,"Christians","Single","Satisfied",6,"No contact","Working class","Self employed"
"19716","LV","0","0",30,"Orthodox Christian","Single","Satisfied",5,"No contact","Working class","Employed"
"19717","LV","1","1",19,"Orthodox Christian","Single","Satisfied",7,"No contact","Middle class","Student"
"19718","LV",NA,"1",69,"Christians","Divorced","Not satisfied",10,"No contact","Middle class","Retired"
"19719","LV","1","1",74,"Christians","Widowed","Satisfied",10,"Contact","High class","Retired"
"19720","LV","0","1",27,"Not religious","Married","Not satisfied",4,"No contact","High class","Unemployed"
"19721","LV","1","1",16,"Christians","Single","Satisfied",6,"No contact","Middle class","Student"
"19722","LV","0","0",36,"Christians","Single","Satisfied",5,"No contact","Middle class","Employed"
"19723","LV","0","1",74,"Christians","Widowed","Satisfied",10,"No contact","Working class","Retired"
"19724","LV","0","1",20,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed"
"19725","LV",NA,"1",18,"Christians","Single","Satisfied",NA,"No contact",NA,"Student"
"19726","LV","0","0",20,"Not religious","Single","Satisfied",7,"No contact","Middle class","Self employed"
"19727","LV",NA,"1",66,"Not religious","Widowed","Satisfied",5,"No contact","Working class","Retired"
"19728","LV","0","1",68,"Christians","Married","Satisfied",6,"No contact","Middle class","Retired"
"19729","LV","1","0",55,"Christians","Married","Satisfied",7,"No contact","High class","Employed"
"19730","LV","0","0",50,"Christians","Married","Satisfied",3,"No contact","Working class","Employed"
"19731","LV","0","1",65,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"19732","LV","1","1",60,"Christians","Single","Satisfied",6,"No contact","Middle class","Employed"
"19733","LV",NA,"0",74,"Christians","Married","Satisfied",5,"No contact","Working class","Retired"
"19734","LV","1","1",19,"Orthodox Christian","Single","Satisfied",6,"Contact","Working class","Student"
"19735","LV","0","0",40,"Not religious","Single","Not satisfied",5,"No contact","Middle class","Employed"
"19736","LV","1","1",71,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired"
"19737","LV","1","1",18,"Christians","Other","Satisfied",5,"Contact","Middle class","Student"
"19738","LV","1","1",47,"Christians","Divorced","Not satisfied",6,"No contact","Working class","Unemployed"
"19739","LV","0","0",20,"Christians","Other","Satisfied",9,"No contact","Working class","Employed"
"19740","LV","1","1",56,"Christians","Married","Satisfied",3,"Contact","Working class","Unemployed"
"19741","LV",NA,"1",69,"Christians","Married","Not satisfied",NA,"No contact",NA,"Retired"
"19742","LV",NA,"0",67,"Christians","Married","Satisfied",5,"No contact",NA,"Retired"
"19743","LV","0","0",36,"Christians","Single","Satisfied",6,"No contact","Middle class","Employed"
"19744","LV","0","1",72,"Orthodox Christian","Single","Not satisfied",8,"No contact","Working class","Retired"
"19745","LV",NA,"1",71,"Not religious","Widowed","Satisfied",NA,"No contact","Middle class","Retired"
"19746","LV","0","1",27,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"19747","LV","0","1",34,"Christians","Married","Satisfied",8,"No contact","Middle class","Employed"
"19748","LV","0","0",65,"Not religious","Married","Satisfied",8,"No contact","Working class","Retired"
"19749","LV","0","1",74,"Christians","Married","Satisfied",6,"No contact","Middle class","Retired"
"19750","LV","1","1",48,"Christians","Married","Not satisfied",9,"No contact","Middle class","Employed"
"19751","LV","1","1",68,"Christians","Divorced","Satisfied",9,"No contact","Working class","Retired"
"19752","LV","1","0",57,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"19753","LV","1","0",18,"Christians","Other","Satisfied",5,"No contact","Middle class","Student"
"19754","LV","0","1",45,"Christians","Single","Not satisfied",5,"No contact","Middle class","Employed"
"19755","LV","0","1",64,"Christians","Divorced","Satisfied",8,"No contact","Working class","Employed"
"19756","LV","1","1",65,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"19757","LV","0","0",20,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed"
"19758","LV","0","1",47,"Other religions","Single","Satisfied",5,"No contact","Working class","Unemployed"
"19759","LV",NA,"1",69,"Orthodox Christian","Married","Satisfied",NA,"No contact","Middle class","Retired"
"19760","LV",NA,"1",35,"Christians","Single","Satisfied",9,"Contact","Middle class","Self employed"
"19761","LV","1","0",17,"Orthodox Christian","Single","Satisfied",5,"No contact","Middle class","Student"
"19762","LV",NA,"1",31,"Not religious","Single","Satisfied",7,"No contact","Middle class","Employed"
"19763","LV","0","1",27,"Christians","Single","Satisfied",5,"No contact","Middle class","Employed"
"19764","LV","0","0",27,"Christians","Single","Satisfied",7,"No contact","Middle class","Employed"
"19765","LV","0","1",30,"Orthodox Christian","Married","Satisfied",5,"No contact","Middle class","Employed"
"19766","LV","0","1",72,"Christians","Divorced","Not satisfied",3,"Contact","Working class","Retired"
"19767","LV","0","0",53,"Orthodox Christian","Married","Satisfied",5,"No contact","Working class","Employed"
"19768","LV","0","1",38,"Orthodox Christian","Married","Satisfied",1,"Contact","Working class","Employed"
"19769","LV",NA,"0",51,"Not religious","Married","Not satisfied",1,"No contact","Middle class","Self employed"
"19770","LV","1","1",68,"Orthodox Christian","Married","Not satisfied",6,"No contact","Middle class","Retired"
"19771","LV","1","1",55,"Orthodox Christian","Married","Satisfied",6,"No contact","High class","Employed"
"19772","LV","1","1",35,"Orthodox Christian","Married","Satisfied",5,"No contact","Middle class","Employed"
"19773","LV","0","1",38,"Christians","Married","Satisfied",5,"No contact","Middle class","Unemployed"
"19774","LV","0","0",34,"Orthodox Christian","Married","Satisfied",5,"No contact","Middle class","Employed"
"19775","LV",NA,"1",55,"Christians","Married","Not satisfied",5,"No contact","Middle class","Retired"
"19776","LV","1","0",74,"Not religious","Single","Satisfied",7,"No contact","Middle class","Retired"
"19777","LV","0","0",37,"Orthodox Christian","Single","Not satisfied",5,"No contact","Middle class","Self employed"
"19778","LV",NA,"1",68,"Christians","Widowed","Satisfied",6,"No contact",NA,"Retired"
"19779","LV",NA,"1",67,"Christians","Divorced","Satisfied",5,"No contact","Working class","Retired"
"19780","LV",NA,"1",58,"Christians","Widowed","Not satisfied",6,"No contact","Middle class","Employed"
"19781","LV",NA,"1",23,NA,"Single","Satisfied",9,"Contact",NA,"Unemployed"
"19782","LV",NA,"1",60,"Christians","Divorced","Satisfied",6,"No contact","Working class","Employed"
"19783","LV","0","0",30,"Not religious","Married","Satisfied",2,"No contact","Middle class","Employed"
"19784","LV","1","1",37,"Christians","Married","Satisfied",9,"No contact","Middle class","Unemployed"
"19785","LV",NA,"1",43,"Christians","Divorced","Satisfied",NA,"No contact","Working class","Employed"
"19786","LV","0","0",32,"Orthodox Christian","Married","Satisfied",5,"No contact","Middle class","Employed"
"19787","LV","1","0",46,"Not religious","Single","Satisfied",2,"No contact","Working class","Employed"
"19788","LV","0","0",17,"Christians","Single","Satisfied",5,"No contact","Middle class","Student"
"19789","LV","0","0",47,"Christians","Single","Not satisfied",8,"No contact","Middle class","Self employed"
"19790","LV","0","1",64,"Orthodox Christian","Divorced","Satisfied",6,"No contact","Working class","Retired"
"19791","LV","0","0",57,"Christians","Divorced","Satisfied",4,"No contact","Working class","Employed"
"19792","LV","1","0",56,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"19793","LV","1","1",66,"Not religious","Widowed","Not satisfied",4,"No contact","Middle class","Retired"
"19794","LV","1","0",52,"Not religious","Married","Satisfied",5,"No contact","Working class","Employed"
"19795","LV",NA,"1",70,"Christians","Married","Not satisfied",NA,"No contact","Working class","Retired"
"19796","LV","0","0",40,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"19797","LV",NA,"0",44,"Christians","Married","Satisfied",NA,"Contact",NA,"Employed"
"19798","LV","0","1",50,"Christians","Divorced","Satisfied",5,"No contact","Middle class","Employed"
"19799","LV","0","0",54,"Christians","Married","Satisfied",9,"No contact","Middle class","Employed"
"19800","LV","1","1",65,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Employed"
"19801","LV","0","0",66,"Christians","Single","Satisfied",5,"No contact","Working class","Retired"
"19802","LV","1","0",64,"Christians","Single","Satisfied",6,"No contact","Middle class","Retired"
"19803","LV","0","1",74,"Christians","Widowed","Satisfied",10,"No contact","Working class","Retired"
"19804","LV","0","1",27,"Not religious","Married","Satisfied",5,"No contact","Middle class","Employed"
"19805","LV","1","1",45,"Christians","Divorced","Satisfied",5,"Contact","High class","Employed"
"19806","LV","0","1",70,"Christians","Divorced","Satisfied",5,"No contact","Middle class","Retired"
